Codigo Ditrator,Codigo Casa Dos Rolamentos,Codigo Romar Mann,Codigo Indagril,Codigo Primus,Codigo Agromann,Codigo Tidy,Nome Fantasia,Razão Social,Rota,Cidade,Estado,Empresas Trabalhadas
461403,,4905,,,,10270,,BOGONI MANUTENCAO AGRICOLA EIRELI,Rota 3 - São Lourenço,Quilombo,SC,Ditrator - Romar Mann
349501,10042,,,,,10615,,BONETTI COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos
,10043,,,,,10839,,BOTTO COMERCIAL LTDA,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Casa Dos Rolamentos
1432601,,,,,,10750,,BP MECANICA LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,,,,,11044,,BREHMER COM DE MAQ MADEIRAS E  FERRAMENTAS,Rota A - Oeste,Catanduvas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1437001,,,,,,10756,,BRENDA MAZUREK 08350007966,Rota 4 - Parana 1,Realeza,PR,Ditrator
,,,,,,11045,,BRESCH & CIA,Rota C - Litoral Sul,São Joaquim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
818301,,,,,,10578,,BRINGHENTI INDUSTRIA E COMERCIO LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,,,,,11046,,BRITAGEM GASPAR,Rota C - Litoral Sul,Iomerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
341701,,,,,,10550,,BRITTER RODOVIAS LTDA.,Rota A - Oeste,Cordilheira Alta,SC,Ditrator
,10044,,,,,10838,,BRUNO DANIEL CHAVES 06508010913,Rota 4 - Parana 1,Realeza,PR,Casa Dos Rolamentos
462301,,,,,,10036,,BRUXEL MECANICA LTDA,Rota 2 - São Miguel,Bom Jesus Do Oeste,SC,Ditrator
,10045,,,,,10859,,BTTEC  ACOS E FERRAGENS LTDA,Rota D - Paraná,Canoinhas,SC,Casa Dos Rolamentos
708601,10046,1852,2026,,,10132,,BUGIO TRATORES LTDA - Xanxerê,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
,10048,2139,2029,,,10187,,BUGIO TRATORES LTDA. - Abelardo Luz,Rota 3 - São Lourenço,Abelardo Luz,SC,Casa Dos Rolamentos - Romar Mann - Indagril
708604,,2143,1292,,,10174,,BUGIO TRATORES LTDA. - Campo Erê,Rota 3 - São Lourenço,Campo Erê,SC,Romar Mann - Indagril
708603,,1729,2027,,,10189,,BUGIO TRATORES LTDA. - Chapecó,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Romar Mann - Indagril
708602,10047,2045,2028,,,10186,,BUGIO TRATORES LTDA. - São Miguel Do Oeste,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
,,,,,,11401,,Bauer Auto Pecas,Rota D - Paraná,Itaiópolis,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11407,,Belalub - Rio Negrinho,Rota D - Paraná,Rio Negrinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11632,,Belalub - São Bento,Rota D - Paraná,São Bento do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11430,,Bento Ilario,Rota B - Litoral Norte,Alfredo Wagner,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11515,,Bergamini Industrial,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11485,,Bernardi Correias,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11548,,Bertolini Pre Moldados,Rota 4 - Parana 1,Ampére,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11269,,Bianchi - Chapeco,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11486,,Biasi Construtora,Rota 1 - Itapiranga,Caibi,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11544,,Bimaq - Stihl - Pato Branco,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11333,,Bm Oeste,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11369,,Br Auto Pecas,Rota A - Oeste,Cordilheira Alta,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11325,,Br Eletrodiesel,Rota A - Oeste,Xaxim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11371,,Br Maquinas Agricolas,Rota 5 - Parana 2,Itapejara d'Oeste,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11583,,Brafer Comercial,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11606,,Brassnox,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11215,,Britadora Knapp Concretos,Rota 1 - Itapiranga,Palmitos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11339,,Brq Laticinio,Rota 4 - Parana 1,Guarujá do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
39703,,,,,,10472,,C M COMERCIO DE PECAS E IMPLEMENTOS AGRICOLAS LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
,,,,,,11350,,C.VALE - COOPERATIVA AGROINDUSTRIAL - Clevelândia,Rota 5 - Parana 2,Clevelândia,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,532,,,,10282,,C.VALE - COOPERATIVA AGROINDUSTRIAL - Faxinal Dos Guedes,Rota A - Oeste,Faxinal Dos Guedes,SC,Romar Mann
,10049,,,,,10907,,CACADOR COMERCIO DE MOTORES LTDA,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
1242101,10050,,,,,10698,,CALEGA AUTO PECAS LTDA,Rota 3 - São Lourenço,Palma Sola,SC,Ditrator - Casa Dos Rolamentos
,,,,,,11047,,CALLAI CAR COMERCIO DE AUTO PECAS,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10051,,,,,10784,,CAMAJUR MANG E VED HIDRAULICAS LTDA,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
,,,,,,11048,,CAMBIOS BF INDUSTRIA E USINAGEM,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10052,,,,,10842,,CANALE MAQUINAS E REPRESENTAÇÕES,Rota A - Oeste,Seara,SC,Casa Dos Rolamentos
1449501,,,3279,,,10763,,CANDIOTTO E STORTI EQUIPAMENTOS E MAQUINAS AGRICOLAS LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator - Indagril
1188901,,,,,,10664,,CANISIO TRANSPORTES LTDA,Rota 1 - Itapiranga,Iporã Do Oeste,SC,Ditrator
1493901,,,,,,10971,,CANIVIER E ANDREOLLI LTDA,Rota 4 - Parana 1,Salto Do Lontra,PR,Ditrator
,10053,,,,,10885,,CANOINHAS PECAS PTRAT E IMPL AGRICOLAS LTDA,Rota D - Paraná,Canoinhas,SC,Casa Dos Rolamentos
1199001,,,,,,10673,,CARLOS SGNAULIN 01937314952,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
442701,10055,,,,,10035,,CARRA & CARRA LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator - Casa Dos Rolamentos
1441901,,,,,,10762,,CASA DA EMBREAGEM CNC LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,,,,,11049,,CASA DAS BATERIAS DORINIVIDI,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10056,,,,,10049,,CASA DO AGRICULTOR COMÉRCIO DE PEÇAS E MAQUINAS,Rota A - Oeste,Videira,SC,Casa Dos Rolamentos
,10057,,,,,10889,,CASA DO MOTOR EIRELI,Rota D - Paraná,Papanduva,SC,Casa Dos Rolamentos
,10058,,,,,10051,,CASA DOS EQUIPAMENTOS LTDA,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos
,,,,,,11536,,CASA DOS PARAFUSOS - Francisco Beltrão,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10059,,,,,10138,,CASA DOS PARAFUSOS MG LTDA - Maravilha,Rota 2 - São Miguel,Maravilha,SC,Casa Dos Rolamentos
938801,,,2021,,,10314,,CASA DOS ROLAMENTOS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Indagril
809401,,,,,,10390,,CASAGRANDE E KIESCOSKI LTDA,Rota 4 - Parana 1,Santa Izabel Do Oeste,PR,Ditrator
4802,,,,,,10533,,CASCAVEL MAQUINAS AGRICOLAS LTDA - Dois Vizinhos,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
4807,,,,,,10556,,CASCAVEL MAQUINAS AGRICOLAS LTDA - Pato Branco,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
4809,,,,,,10492,,CASCAVEL MAQUINAS AGRICOLAS LTDA - Realeza,Rota 4 - Parana 1,Realeza,PR,Ditrator
1275501,,,,,,10717,,CASTRO TRANSPORTES LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,,,,,11050,,CDS COM DE PECAS E SERVICOS,Rota C - Litoral Sul,Campos Novos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10061,,,,,10874,,CEANT MECANICA E TORNEARIA LTDA - ME,Rota C - Litoral Sul,Lages,SC,Casa Dos Rolamentos
1043801,,,,,,10607,,CEIFATER COMERCIO DE PECAS E SERVICOS MECANICOS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10062,,1984,,,10856,,CELEIRO COMÉRCIO E REPRESENTAÇÃO DE MÁQUINAS E IMPLEMENTOS AGRÍCOLAS LTDA,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Indagril
,10063,,,,,10098,,CELSO JOSE GASS - EPP,Rota 1 - Itapiranga,Mondaí,SC,Casa Dos Rolamentos
,,,,,,11051,,CENTRO AUTOMOTIVO XPRESS,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
520102,10064,1312,2023,,,10170,,CENTRO DE REPARACAO MECANICA JACARE LTDA - EPP,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
,10065,,,,,10910,,CERAMICA BEIRA RIO LTDA EPP,Rota 2 - São Miguel,Saudades,SC,Casa Dos Rolamentos
,10066,,,,,10131,,CETEL ELETRO MOTORES IND E COM LTDA ME,Rota 2 - São Miguel,Pinhalzinho,SC,Casa Dos Rolamentos
,,,,,,11052,,CEZAR ROBERTO LIDANI 05788428904,Rota C - Litoral Sul,Arroio Trinta,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1466801,,,,,,10770,,CHAPECO AUTOMACAO INDUSTRIAL LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10067,1877,,,,10173,,CHARLON LUIZ SEMINOTTI,Rota 3 - São Lourenço,São Domingos,SC,Casa Dos Rolamentos - Romar Mann
,,,,,,11053,,CHIMASUL COMERCIO DE ERVA MATE,Rota A - Oeste,Vargem Bonita,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1160801,,,,,,10648,,CIDIMAR COMERCIO DE TRATORES LTDA,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator
,,2482,,,,10244,,CLARICE APARECIDA NECKEL 00451276973,Rota A - Oeste,Xanxerê,SC,Romar Mann
1290501,,,,,,10726,,CLARICE P. MENEGOTTO TRANSPORTES MENEGOTTO,Rota 2 - São Miguel,Modelo,SC,Ditrator
951001,,,,,,10443,,CLAUDINEI CIRELO 00972741941,Rota 1 - Itapiranga,Guatambu,SC,Ditrator
341301,,2836,,,,10181,,CLAUDIOMIR CORREIA & CIA LTDA - ME,Rota 5 - Parana 2,São Jorge d'Oeste,PR,Ditrator - Romar Mann
573301,,,,,,10566,,CLAUDIOMIRO VINCLER,Rota 1 - Itapiranga,Caibi,SC,Ditrator
1233101,,,,,,10690,,CLEICI SIMON 10373334974,Rota 1 - Itapiranga,São João Do Oeste,SC,Ditrator
372202,,,,,,10647,,CLEITON T. DAL CORTIVO - EIRELI,Rota 4 - Parana 1,Salto Do Lontra,PR,Ditrator
289602,10068,,,,,10101,,CLEONICE SINARA GNADT LAND MAQUINAS EIRELI ME,Rota 2 - São Miguel,Nova Itaberaba,SC,Ditrator - Casa Dos Rolamentos
,10069,,,,,10876,,CLEVEPAR COMERCIO DE FERRAGENS LTDA,Rota 5 - Parana 2,Clevelândia,PR,Casa Dos Rolamentos
,10070,5396,,,,10264,,CLEVINHO PECAS AGRICOLAS LTDA,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann
,,,,,,11540,,CLIMABRISA,Rota 4 - Parana 1,Renascença,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10382,,,,,10966,,CLK REBOBINAGEM E INSTALACOES DE MOTORES ELETRICOS LTDA,Rota 2 - São Miguel,Saudades,SC,Casa Dos Rolamentos
1273701,,,,,,10716,,CLZ TRANSPORTES LTDA,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator
,10072,,,,,10882,,CNA COM DE PECAS INDUSTRIAIS LTDA,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos
,,1872,,,,10289,,COAMO AGROINDUSTRIAL COOPERATIVA - Abelardo Luz,Rota 3 - São Lourenço,Abelardo Luz,SC,Romar Mann
38105,,,,,,10581,,COAMO AGROINDUSTRIAL COOPERATIVA - Xanxerê,Rota A - Oeste,Xanxerê,SC,Ditrator
3502,10073,2492,1343,,,10130,,COASUL COOPERATIVA AGROINDUSTRIAL - São João,Rota 5 - Parana 2,São João,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril
3501,,,,,,10002,,COASUL COOPERATIVA AGROINDUSTRIAL - São João (Frigorífero),Rota 5 - Parana 2,São João,PR,Ditrator
,,,,,,11055,,COELHO COM DE PECAS E FERRAGENS  ME,Rota A - Oeste,Fraiburgo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10397,,,,,11019,,COLHESUL PECAS AGRICOLAS LTDA,Rota 1 - Itapiranga,Independência,RS,Casa Dos Rolamentos
,,,,,,11056,,COM DE ORDENHADEIRAS CAMPONOVENSE,Rota A - Oeste,Santa Cecília,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11057,,COM. DE MAQ. AGR. SIEBEL,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10074,,,,,10804,,COMATOL COM DE MAQ E MOTOSSERRAS LTDA,Rota D - Paraná,Porto União,SC,Casa Dos Rolamentos
,10075,,,,,10948,,COMBATEL AUTO PECAS LTDA,Rota D - Paraná,Papanduva,SC,Casa Dos Rolamentos
140301,,,,,,10384,,COMEL COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA EPP,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator
123301,10076,,,,,10515,,COMERCIAL AGROPECUARIA SINUELO LTDA,Rota 2 - São Miguel,Guaraciaba,SC,Ditrator - Casa Dos Rolamentos
,10077,566,2038,,,10196,,COMERCIAL CRUZ DE TRATORES LTDA - EPP,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10078,,,,,10086,,COMERCIAL ELETRICA DALPONTE E DAL PUPO LTDA - ME,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Casa Dos Rolamentos
458101,,,,,,10487,,COMERCIAL HIDRAULICA CATARINENSE LTDA,Rota A - Oeste,Catanduvas,SC,Ditrator
385302,,,,,,10632,,COMERCIAL INCERTI LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
,10079,,,,,10837,,COMERCIAL SCHNEIDER OTT LTDA EPP,Rota 4 - Parana 1,São José do Cedro,SC,Casa Dos Rolamentos
187601,10080,,,,,10385,,COMERCIO DE EQUIPAMENTOS AGRICOLAS CASANA LTDA,Rota 1 - Itapiranga,Itapiranga,SC,Ditrator - Casa Dos Rolamentos
9101,,,,,,10696,,COMERCIO DE MAQUINAS AGRICOLAS CAVASSINI LTDA,Rota 3 - São Lourenço,Abelardo Luz,SC,Ditrator
,10081,,,,,10829,,COMERCIO DE MAQUINAS AGRICOLAS PEROZZO LTDA -,Rota 3 - São Lourenço,Campo Erê,SC,Casa Dos Rolamentos
,10082,,,,,10962,,COMERCIO DE TRATORES DALCANTON LTDA ME,Rota D - Paraná,Paulo Frontin,PR,Casa Dos Rolamentos
,,666,,,,11771,,COMERCIO E INDUSTRIA SCHADE,Rota D - Paraná,Mafra,SC,
,,986,,,,10254,,COMERCIO E INDUSTRIA SCHADECK SA - Guaramirim,Rota B - Litoral Norte,Guaramirim,SC,Romar Mann
,10083,,2486,,,10054,,COMERCIO E INDUSTRIA SCHADECK SA - Papanduva,Rota D - Paraná,Papanduva,SC,Casa Dos Rolamentos - Indagril
,,1827,1851,,,10288,,COMERCIO E MECANICA DE TRATORES GIRARDI LTDA - ME,Rota B - Litoral Norte,Guaramirim,SC,Romar Mann - Indagril
31801,,115,,,,10183,,COMERCIO E REPRESENTACOES GIACHINI LTDA - ME,Rota 3 - São Lourenço,Campo Erê,SC,Ditrator - Romar Mann
,10084,,,,,10112,,COMERCIO MAQUINAS AGRICOLAS CORTEL LTDA,Rota 5 - Parana 2,Verê,PR,Casa Dos Rolamentos
,10085,,,,,10058,,COMREES MAQUINAS E EQUIPAMENTOS LTDA.,Rota D - Paraná,União da Vitória,PR,Casa Dos Rolamentos
,,,,,,11058,,CONCORDIA LOGISTICA S/A,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1105801,,,,,,10629,,CONDA COMERCIAL ELETRO DIESEL LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10086,,,,,10072,,CONEXAO ELETRICIDADE LTDA,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
,,,,,,11059,,CONSUAR SOLUCOES EM AR COMPRIMIDO,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10087,,,,,10814,,COOP AGRICOLA MISTA SAO CRISTOVAO,Rota 5 - Parana 2,Mariópolis,PR,Casa Dos Rolamentos
,10088,,,,,10826,,COOP AGROPECUARIA CAMPONOVENSE - COOCAM,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos
,,,,,,11060,,COOP AGROPECUARIA VIDEIRENSE,Rota A - Oeste,Videira,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10089,,,,,10849,,COOP INFRA ESTRUT DESENV VALE DO ARACA,Rota 2 - São Miguel,Pinhalzinho,SC,Casa Dos Rolamentos
,10090,,,,,10803,,COOP REGIONAL AGROPECUARIA CAMPOS NOVOS,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos
,10092,,,,,10809,,COOPERATIVA A1 - Palmitos,Rota 1 - Itapiranga,Palmitos,SC,Casa Dos Rolamentos
62702,,,,,,11749,,COOPERATIVA AGRICOLA MISTA SAO CRISTOVAO - Galvão,Rota 3 - São Lourenço,Galvão,SC,
62701,,542,,,,10188,,COOPERATIVA AGRICOLA MISTA SAO CRISTOVAO - Mariópolis,Rota 5 - Parana 2,Mariópolis,PR,Ditrator - Romar Mann
62703,,,,,,10745,,COOPERATIVA AGRICOLA MISTA SAO CRISTOVAO - São Lourenço Do Oeste,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator
,,1057,,,,10265,,COOPERATIVA AGROPECUARIA DE TUBARAO,Rota C - Litoral Sul,Tubarão,SC,Romar Mann
,10094,,,,,10934,,COOPERATIVA AGROPECUARIA PASSO DA FELICIDADE - COOPERPASSO,Rota A - Oeste,Videira,SC,Casa Dos Rolamentos
,,,,,,11061,,COOPERATIVA AGROPECUARIA TRADICAO,Rota A - Oeste,Água Doce,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10095,,,,,10827,,COOPERATIVA AGROPECUÁRIA TANGARÁ - COOTAN - Tangará,Rota C - Litoral Sul,Tangará,SC,Casa Dos Rolamentos
1471901,,,,,,11730,,COOPERATIVA DE DESENVOLVIMENTO E PRODUCAO AGROPECUARIA - CODEPA,Rota 5 - Parana 2,Mangueirinha,PR,Ditrator
,10096,,,,,10898,,COOPERATIVA DOS SUINOCULTORES DE LACERDOPOLIS,Rota A - Oeste,Lacerdópolis,SC,Casa Dos Rolamentos
,,1061,3856,,,10215,,COOPERATIVA REGIONAL AGROPECUARIA SUL CATARINENSE,Rota C - Litoral Sul,Turvo,SC,Romar Mann - Indagril
1077101,10097,,2013,,,10126,,COOPERATIVA REGIONAL AURIVERDE,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator - Casa Dos Rolamentos - Indagril
1077102,10091,,,,,10126,,COOPERATIVA REGIONAL AURIVERDE (Cnpj 2),Rota 2 - São Miguel,Cunha Porã,SC,Ditrator - Casa Dos Rolamentos
,10098,,,,,10113,,COOPERATIVA REGIONAL DE COMERCIALIZACAO DO EXTREMO,Rota 2 - São Miguel,São Miguel do Oeste,SC,Casa Dos Rolamentos
1459701,,,,,,10987,,COOPERATIVA REGIONAL ITAIPU,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
,,,,,,11062,,COPAGRI - COOPERATIVA AGROPECUARIA DE IRANI,Rota D - Paraná,Porto União,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10099,,,,,10802,,COPEAGI COM DE PECAS AGRIC GIRARDI LTDA,Rota A - Oeste,Xanxerê,SC,Casa Dos Rolamentos
,10100,234,2054,,,10203,,COPEAGRI COMERCIO DE PECAS AGRICOLAS LTDA - EPP,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10101,3784,2255,,,10252,,COPERY-COOPERATIVA AGRICOLA DE SANTA CRUZ DO PERY,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
794801,,,,,,10500,,CORDIMAQ COMERCIAL LTDA.,Rota A - Oeste,Cordilheira Alta,SC,Ditrator
,,,,,,11063,,CREMONINI COM E REPRESENTACOES,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10102,,,,,10873,,CRESTANI PECAS LTDA,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
,,,3184,,,10352,,CRISTIANE TONELLI RABAIOLI MALESKI 04,Rota 3 - São Lourenço,São Domingos,SC,Indagril
,10103,,,,,10140,,CVL MAQUINAS LTDA,Rota 3 - São Lourenço,Anchieta,SC,Casa Dos Rolamentos
,,,,,,11159,,Cadorin Auto Pecas,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11223,,Caio Comercio De Maquinas Agricolas,Rota 3 - São Lourenço,São Domingos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11529,,Campo Agro,Rota 3 - São Lourenço,Campo Erê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11693,,Campo Verde Maquinas,Rota D - Paraná,Araucária,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11510,,Cancelier,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11242,,Cargo Berg,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11179,,Carper,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11564,,Carpes E Carpes Mangueiras,Rota A - Oeste,Curitibanos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11295,,Casa Da Mangueira,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11608,,Casa Do Pica Pau,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11421,,Casa Dos Parafusos - Caçador,Rota A - Oeste,Caçador,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11404,,Casa Dos Parafusos - Papanduva,Rota D - Paraná,Papanduva,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11324,,Castilho Multimarcas,Rota A - Oeste,Ponte Serrada,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11239,,Cbmax Grupo,Rota A - Oeste,Faxinal dos Guedes,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11675,,Cecomfer,Rota C - Litoral Sul,Sombrio,SC,Casa Dos Rolamentos - Primus
,,,,,,11167,,Celeiro Peças,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11335,,Ceraça - Saudades,Rota 2 - São Miguel,Saudades,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11204,,Ceres Agricultura - Vitorino,Rota 5 - Parana 2,Vitorino,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11557,,Ceres Agricultura - Xanxere,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11493,,Choaitec,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11539,,Chopinfer,Rota 5 - Parana 2,Chopinzinho,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11546,,Cipabra,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
